AnalysisDate,Time Period,MMWRyear,MMWRweek,Weekending,RaceEthnicity,Sex,AgeGroup,Deaths (weighted),COVID19 (weighted),Deaths (unweighted),COVID19 (unweighted),Average number of deaths (weighted),Average number of deaths (unweighted),Number above average (weighted),Percent above average (weighted),Number above average (unweighted),Percent above average (unweighted),Footnote,Geography
01/16/2022,2015-2019,2016,39,10/01/2016,All Race/Ethnicity Groups,All Sexes,60-64 Years,3800,0,3800,0,3821,3821,,,,,,United States
01/16/2022,2015-2019,2016,40,10/08/2016,All Race/Ethnicity Groups,All Sexes,60-64 Years,3895,0,3895,0,3947,3947,,,,,,United States
01/16/2022,2015-2019,2016,41,10/15/2016,All Race/Ethnicity Groups,All Sexes,60-64 Years,3839,0,3839,0,3930,3930,,,,,,United States
01/16/2022,2015-2019,2016,42,10/22/2016,All Race/Ethnicity Groups,All Sexes,60-64 Years,3857,0,3857,0,3962,3962,,,,,,United States
01/16/2022,2015-2019,2016,43,10/29/2016,All Race/Ethnicity Groups,All Sexes,60-64 Years,3824,0,3824,0,3932,3932,,,,,,United States
01/16/2022,2015-2019,2016,44,11/05/2016,All Race/Ethnicity Groups,All Sexes,60-64 Years,3798,0,3798,0,3956,3956,,,,,,United States
01/16/2022,2015-2019,2016,45,11/12/2016,All Race/Ethnicity Groups,All Sexes,60-64 Years,3913,0,3913,0,4053,4053,,,,,,United States
01/16/2022,2015-2019,2016,46,11/19/2016,All Race/Ethnicity Groups,All Sexes,60-64 Years,3910,0,3910,0,4033,4033,,,,,,United States
01/16/2022,2015-2019,2016,47,11/26/2016,All Race/Ethnicity Groups,All Sexes,60-64 Years,4016,0,4016,0,4043,4043,,,,,,United States
01/16/2022,2015-2019,2016,48,12/03/2016,All Race/Ethnicity Groups,All Sexes,60-64 Years,3996,0,3996,0,4051,4051,,,,,,United States
01/16/2022,2015-2019,2016,49,12/10/2016,All Race/Ethnicity Groups,All Sexes,60-64 Years,4060,0,4060,0,4146,4146,,,,,,United States
01/16/2022,2015-2019,2016,50,12/17/2016,All Race/Ethnicity Groups,All Sexes,60-64 Years,4195,0,4195,0,4177,4177,,,,,,United States
01/16/2022,2015-2019,2016,51,12/24/2016,All Race/Ethnicity Groups,All Sexes,60-64 Years,4129,0,4129,0,4211,4211,,,,,,United States
01/16/2022,2015-2019,2016,52,12/31/2016,All Race/Ethnicity Groups,All Sexes,60-64 Years,4247,0,4247,0,4260,4260,,,,,,United States
01/16/2022,2015-2019,2017,1,01/07/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,4350,0,4350,0,4409,4409,,,,,,United States
01/16/2022,2015-2019,2017,2,01/14/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,4462,0,4462,0,4377,4377,,,,,,United States
01/16/2022,2015-2019,2017,3,01/21/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,4218,0,4218,0,4269,4269,,,,,,United States
01/16/2022,2015-2019,2017,4,01/28/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,4158,0,4158,0,4207,4207,,,,,,United States
01/16/2022,2015-2019,2017,5,02/04/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,4123,0,4123,0,4222,4222,,,,,,United States
01/16/2022,2015-2019,2017,6,02/11/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,4198,0,4198,0,4241,4241,,,,,,United States
01/16/2022,2015-2019,2017,7,02/18/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,4212,0,4212,0,4199,4199,,,,,,United States
01/16/2022,2015-2019,2017,8,02/25/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,4227,0,4227,0,4147,4147,,,,,,United States
01/16/2022,2015-2019,2017,9,03/04/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,4189,0,4189,0,4206,4206,,,,,,United States
01/16/2022,2015-2019,2017,10,03/11/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,4198,0,4198,0,4238,4238,,,,,,United States
01/16/2022,2015-2019,2017,11,03/18/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,4223,0,4223,0,4166,4166,,,,,,United States
01/16/2022,2015-2019,2017,12,03/25/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,3989,0,3989,0,4099,4099,,,,,,United States
01/16/2022,2015-2019,2017,13,04/01/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,4057,0,4057,0,4035,4035,,,,,,United States
01/16/2022,2015-2019,2017,14,04/08/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,4122,0,4122,0,4119,4119,,,,,,United States
01/16/2022,2015-2019,2017,15,04/15/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,4075,0,4075,0,4054,4054,,,,,,United States
01/16/2022,2015-2019,2017,16,04/22/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,3953,0,3953,0,3984,3984,,,,,,United States
01/16/2022,2015-2019,2017,17,04/29/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,4022,0,4022,0,3908,3908,,,,,,United States
01/16/2022,2015-2019,2017,18,05/06/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,3970,0,3970,0,3953,3953,,,,,,United States
01/16/2022,2015-2019,2017,19,05/13/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,3902,0,3902,0,3920,3920,,,,,,United States
01/16/2022,2015-2019,2017,20,05/20/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,4000,0,4000,0,3875,3875,,,,,,United States
01/16/2022,2015-2019,2017,21,05/27/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,3758,0,3758,0,3808,3808,,,,,,United States
01/16/2022,2015-2019,2017,22,06/03/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,3939,0,3939,0,3861,3861,,,,,,United States
01/16/2022,2015-2019,2017,23,06/10/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,3934,0,3934,0,3942,3942,,,,,,United States
01/16/2022,2015-2019,2017,24,06/17/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,3951,0,3951,0,3861,3861,,,,,,United States
01/16/2022,2015-2019,2017,25,06/24/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,3934,0,3934,0,3888,3888,,,,,,United States
01/16/2022,2015-2019,2017,26,07/01/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,3923,0,3923,0,3861,3861,,,,,,United States
01/16/2022,2015-2019,2017,27,07/08/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,4079,0,4079,0,3910,3910,,,,,,United States
01/16/2022,2015-2019,2017,28,07/15/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,3936,0,3936,0,3895,3895,,,,,,United States
01/16/2022,2015-2019,2017,29,07/22/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,3775,0,3775,0,3833,3833,,,,,,United States
01/16/2022,2015-2019,2017,30,07/29/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,3704,0,3704,0,3767,3767,,,,,,United States
01/16/2022,2015-2019,2017,31,08/05/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,3770,0,3770,0,3826,3826,,,,,,United States
01/16/2022,2015-2019,2017,32,08/12/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,3911,0,3911,0,3842,3842,,,,,,United States
01/16/2022,2015-2019,2017,33,08/19/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,3802,0,3802,0,3833,3833,,,,,,United States
01/16/2022,2015-2019,2017,34,08/26/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,3848,0,3848,0,3806,3806,,,,,,United States
01/16/2022,2015-2019,2017,35,09/02/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,3811,0,3811,0,3822,3822,,,,,,United States
01/16/2022,2015-2019,2017,36,09/09/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,3939,0,3939,0,3841,3841,,,,,,United States
01/16/2022,2015-2019,2017,37,09/16/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,3921,0,3921,0,3820,3820,,,,,,United States
01/16/2022,2015-2019,2017,38,09/23/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,3922,0,3922,0,3787,3787,,,,,,United States
01/16/2022,2015-2019,2017,39,09/30/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,3867,0,3867,0,3821,3821,,,,,,United States
01/16/2022,2015-2019,2017,40,10/07/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,3934,0,3934,0,3947,3947,,,,,,United States
01/16/2022,2015-2019,2017,41,10/14/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,3969,0,3969,0,3930,3930,,,,,,United States
01/16/2022,2015-2019,2017,42,10/21/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,4066,0,4066,0,3962,3962,,,,,,United States
01/16/2022,2015-2019,2017,43,10/28/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,3926,0,3926,0,3932,3932,,,,,,United States
01/16/2022,2015-2019,2017,44,11/04/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,4080,0,4080,0,3956,3956,,,,,,United States
01/16/2022,2015-2019,2017,45,11/11/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,4071,0,4071,0,4053,4053,,,,,,United States
01/16/2022,2015-2019,2017,46,11/18/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,4059,0,4059,0,4033,4033,,,,,,United States
01/16/2022,2015-2019,2017,47,11/25/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,4032,0,4032,0,4043,4043,,,,,,United States
01/16/2022,2015-2019,2017,48,12/02/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,4127,0,4127,0,4051,4051,,,,,,United States
01/16/2022,2015-2019,2017,49,12/09/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,4104,0,4104,0,4146,4146,,,,,,United States
01/16/2022,2015-2019,2017,50,12/16/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,4343,0,4343,0,4177,4177,,,,,,United States
01/16/2022,2015-2019,2017,51,12/23/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,4384,0,4384,0,4211,4211,,,,,,United States
01/16/2022,2015-2019,2017,52,12/30/2017,All Race/Ethnicity Groups,All Sexes,60-64 Years,4533,0,4533,0,4260,4260,,,,,,United States
01/16/2022,2015-2019,2018,1,01/06/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,4867,0,4867,0,4409,4409,,,,,,United States
01/16/2022,2015-2019,2018,2,01/13/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,4858,0,4858,0,4377,4377,,,,,,United States
01/16/2022,2015-2019,2018,3,01/20/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,4626,0,4626,0,4269,4269,,,,,,United States
01/16/2022,2015-2019,2018,4,01/27/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,4517,0,4517,0,4207,4207,,,,,,United States
01/16/2022,2015-2019,2018,5,02/03/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,4403,0,4403,0,4222,4222,,,,,,United States
01/16/2022,2015-2019,2018,6,02/10/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,4449,0,4449,0,4241,4241,,,,,,United States
01/16/2022,2015-2019,2018,7,02/17/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,4386,0,4386,0,4199,4199,,,,,,United States
01/16/2022,2015-2019,2018,8,02/24/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,4149,0,4149,0,4147,4147,,,,,,United States
01/16/2022,2015-2019,2018,9,03/03/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,4234,0,4234,0,4206,4206,,,,,,United States
01/16/2022,2015-2019,2018,10,03/10/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,4353,0,4353,0,4238,4238,,,,,,United States
01/16/2022,2015-2019,2018,11,03/17/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,4229,0,4229,0,4166,4166,,,,,,United States
01/16/2022,2015-2019,2018,12,03/24/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,4267,0,4267,0,4099,4099,,,,,,United States
01/16/2022,2015-2019,2018,13,03/31/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,4031,0,4031,0,4035,4035,,,,,,United States
01/16/2022,2015-2019,2018,14,04/07/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,4211,0,4211,0,4119,4119,,,,,,United States
01/16/2022,2015-2019,2018,15,04/14/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,4106,0,4106,0,4054,4054,,,,,,United States
01/16/2022,2015-2019,2018,16,04/21/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,4028,0,4028,0,3984,3984,,,,,,United States
01/16/2022,2015-2019,2018,17,04/28/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,3984,0,3984,0,3908,3908,,,,,,United States
01/16/2022,2015-2019,2018,18,05/05/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,4068,0,4068,0,3953,3953,,,,,,United States
01/16/2022,2015-2019,2018,19,05/12/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,3997,0,3997,0,3920,3920,,,,,,United States
01/16/2022,2015-2019,2018,20,05/19/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,3907,0,3907,0,3875,3875,,,,,,United States
01/16/2022,2015-2019,2018,21,05/26/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,3957,0,3957,0,3808,3808,,,,,,United States
01/16/2022,2015-2019,2018,22,06/02/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,3915,0,3915,0,3861,3861,,,,,,United States
01/16/2022,2015-2019,2018,23,06/09/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,4148,0,4148,0,3942,3942,,,,,,United States
01/16/2022,2015-2019,2018,24,06/16/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,3967,0,3967,0,3861,3861,,,,,,United States
01/16/2022,2015-2019,2018,25,06/23/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,3886,0,3886,0,3888,3888,,,,,,United States
01/16/2022,2015-2019,2018,26,06/30/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,3905,0,3905,0,3861,3861,,,,,,United States
01/16/2022,2015-2019,2018,27,07/07/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,4065,0,4065,0,3910,3910,,,,,,United States
01/16/2022,2015-2019,2018,28,07/14/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,3981,0,3981,0,3895,3895,,,,,,United States
01/16/2022,2015-2019,2018,29,07/21/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,4025,0,4025,0,3833,3833,,,,,,United States
01/16/2022,2015-2019,2018,30,07/28/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,3832,0,3832,0,3767,3767,,,,,,United States
01/16/2022,2015-2019,2018,31,08/04/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,3955,0,3955,0,3826,3826,,,,,,United States
01/16/2022,2015-2019,2018,32,08/11/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,3960,0,3960,0,3842,3842,,,,,,United States
01/16/2022,2015-2019,2018,33,08/18/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,3954,0,3954,0,3833,3833,,,,,,United States
01/16/2022,2015-2019,2018,34,08/25/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,3941,0,3941,0,3806,3806,,,,,,United States
01/16/2022,2015-2019,2018,35,09/01/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,3847,0,3847,0,3822,3822,,,,,,United States
01/16/2022,2015-2019,2018,36,09/08/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,3872,0,3872,0,3841,3841,,,,,,United States
01/16/2022,2015-2019,2018,37,09/15/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,3898,0,3898,0,3820,3820,,,,,,United States
01/16/2022,2015-2019,2018,38,09/22/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,3832,0,3832,0,3787,3787,,,,,,United States
01/16/2022,2015-2019,2018,39,09/29/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,3823,0,3823,0,3821,3821,,,,,,United States
01/16/2022,2015-2019,2018,40,10/06/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,4051,0,4051,0,3947,3947,,,,,,United States
01/16/2022,2015-2019,2018,41,10/13/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,3991,0,3991,0,3930,3930,,,,,,United States
01/16/2022,2015-2019,2018,42,10/20/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,3969,0,3969,0,3962,3962,,,,,,United States
01/16/2022,2015-2019,2018,43,10/27/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,4060,0,4060,0,3932,3932,,,,,,United States
01/16/2022,2015-2019,2018,44,11/03/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,4049,0,4049,0,3956,3956,,,,,,United States
01/16/2022,2015-2019,2018,45,11/10/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,4156,0,4156,0,4053,4053,,,,,,United States
01/16/2022,2015-2019,2018,46,11/17/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,4231,0,4231,0,4033,4033,,,,,,United States
01/16/2022,2015-2019,2018,47,11/24/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,4118,0,4118,0,4043,4043,,,,,,United States
01/16/2022,2015-2019,2018,48,12/01/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,4080,0,4080,0,4051,4051,,,,,,United States
01/16/2022,2015-2019,2018,49,12/08/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,4243,0,4243,0,4146,4146,,,,,,United States
01/16/2022,2015-2019,2018,50,12/15/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,4218,0,4218,0,4177,4177,,,,,,United States
01/16/2022,2015-2019,2018,51,12/22/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,4275,0,4275,0,4211,4211,,,,,,United States
01/16/2022,2015-2019,2018,52,12/29/2018,All Race/Ethnicity Groups,All Sexes,60-64 Years,4297,0,4297,0,4260,4260,,,,,,United States
01/16/2022,2015-2019,2019,1,01/05/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,4455,0,4455,0,4409,4409,,,,,,United States
01/16/2022,2015-2019,2019,2,01/12/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,4456,0,4456,0,4377,4377,,,,,,United States
01/16/2022,2015-2019,2019,3,01/19/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,4359,0,4359,0,4269,4269,,,,,,United States
01/16/2022,2015-2019,2019,4,01/26/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,4374,0,4374,0,4207,4207,,,,,,United States
01/16/2022,2015-2019,2019,5,02/02/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,4467,0,4467,0,4222,4222,,,,,,United States
01/16/2022,2015-2019,2019,6,02/09/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,4527,0,4527,0,4241,4241,,,,,,United States
01/16/2022,2015-2019,2019,7,02/16/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,4356,0,4356,0,4199,4199,,,,,,United States
01/16/2022,2015-2019,2019,8,02/23/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,4424,0,4424,0,4147,4147,,,,,,United States
01/16/2022,2015-2019,2019,9,03/02/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,4437,0,4437,0,4206,4206,,,,,,United States
01/16/2022,2015-2019,2019,10,03/09/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,4418,0,4418,0,4238,4238,,,,,,United States
01/16/2022,2015-2019,2019,11,03/16/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,4334,0,4334,0,4166,4166,,,,,,United States
01/16/2022,2015-2019,2019,12,03/23/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,4327,0,4327,0,4099,4099,,,,,,United States
01/16/2022,2015-2019,2019,13,03/30/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,4255,0,4255,0,4035,4035,,,,,,United States
01/16/2022,2015-2019,2019,14,04/06/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,4217,0,4217,0,4119,4119,,,,,,United States
01/16/2022,2015-2019,2019,15,04/13/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,4216,0,4216,0,4054,4054,,,,,,United States
01/16/2022,2015-2019,2019,16,04/20/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,4195,0,4195,0,3984,3984,,,,,,United States
01/16/2022,2015-2019,2019,17,04/27/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,4133,0,4133,0,3908,3908,,,,,,United States
01/16/2022,2015-2019,2019,18,05/04/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,4108,0,4108,0,3953,3953,,,,,,United States
01/16/2022,2015-2019,2019,19,05/11/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,4125,0,4125,0,3920,3920,,,,,,United States
01/16/2022,2015-2019,2019,20,05/18/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,4080,0,4080,0,3875,3875,,,,,,United States
01/16/2022,2015-2019,2019,21,05/25/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,4062,0,4062,0,3808,3808,,,,,,United States
01/16/2022,2015-2019,2019,22,06/01/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,4019,0,4019,0,3861,3861,,,,,,United States
01/16/2022,2015-2019,2019,23,06/08/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,4107,0,4107,0,3942,3942,,,,,,United States
01/16/2022,2015-2019,2019,24,06/15/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,4001,0,4001,0,3861,3861,,,,,,United States
01/16/2022,2015-2019,2019,25,06/22/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,3979,0,3979,0,3888,3888,,,,,,United States
01/16/2022,2015-2019,2019,26,06/29/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,3955,0,3955,0,3861,3861,,,,,,United States
01/16/2022,2015-2019,2019,27,07/06/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,3945,0,3945,0,3910,3910,,,,,,United States
01/16/2022,2015-2019,2019,28,07/13/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,3998,0,3998,0,3895,3895,,,,,,United States
01/16/2022,2015-2019,2019,29,07/20/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,3981,0,3981,0,3833,3833,,,,,,United States
01/16/2022,2015-2019,2019,30,07/27/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,3931,0,3931,0,3767,3767,,,,,,United States
01/16/2022,2015-2019,2019,31,08/03/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,4011,0,4011,0,3826,3826,,,,,,United States
01/16/2022,2015-2019,2019,32,08/10/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,3981,0,3981,0,3842,3842,,,,,,United States
01/16/2022,2015-2019,2019,33,08/17/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,3944,0,3944,0,3833,3833,,,,,,United States
01/16/2022,2015-2019,2019,34,08/24/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,3917,0,3917,0,3806,3806,,,,,,United States
01/16/2022,2015-2019,2019,35,08/31/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,3940,0,3940,0,3822,3822,,,,,,United States
01/16/2022,2015-2019,2019,36,09/07/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,3942,0,3942,0,3841,3841,,,,,,United States
01/16/2022,2015-2019,2019,37,09/14/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,3860,0,3860,0,3820,3820,,,,,,United States
01/16/2022,2015-2019,2019,38,09/21/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,3926,0,3926,0,3787,3787,,,,,,United States
01/16/2022,2015-2019,2019,39,09/28/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,4045,0,4045,0,3821,3821,,,,,,United States
01/16/2022,2015-2019,2019,40,10/05/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,4044,0,4044,0,3947,3947,,,,,,United States
01/16/2022,2015-2019,2019,41,10/12/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,4087,0,4087,0,3930,3930,,,,,,United States
01/16/2022,2015-2019,2019,42,10/19/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,4181,0,4181,0,3962,3962,,,,,,United States
01/16/2022,2015-2019,2019,43,10/26/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,4033,0,4033,0,3932,3932,,,,,,United States
01/16/2022,2015-2019,2019,44,11/02/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,4122,0,4122,0,3956,3956,,,,,,United States
01/16/2022,2015-2019,2019,45,11/09/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,4238,0,4238,0,4053,4053,,,,,,United States
01/16/2022,2015-2019,2019,46,11/16/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,4234,0,4234,0,4033,4033,,,,,,United States
01/16/2022,2015-2019,2019,47,11/23/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,4154,0,4154,0,4043,4043,,,,,,United States
01/16/2022,2015-2019,2019,48,11/30/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,4168,0,4168,0,4051,4051,,,,,,United States
01/16/2022,2015-2019,2019,49,12/07/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,4393,0,4393,0,4146,4146,,,,,,United States
01/16/2022,2015-2019,2019,50,12/14/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,4271,0,4271,0,4177,4177,,,,,,United States
01/16/2022,2015-2019,2019,51,12/21/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,4366,0,4366,0,4211,4211,,,,,,United States
01/16/2022,2015-2019,2019,52,12/28/2019,All Race/Ethnicity Groups,All Sexes,60-64 Years,4421,0,4421,0,4260,4260,,,,,,United States
01/16/2022,2020,2020,1,01/04/2020,All Race/Ethnicity Groups,All Sexes,60-64 Years,4661,0,4661,0,4661,4661,252,5.7,252,5.7,,United States
01/16/2022,2020,2020,2,01/11/2020,All Race/Ethnicity Groups,All Sexes,60-64 Years,4559,0,4559,0,4559,4559,182,4.2,182,4.2,,United States
01/16/2022,2020,2020,3,01/18/2020,All Race/Ethnicity Groups,All Sexes,60-64 Years,4511,0,4511,0,4511,4511,242,5.7,242,5.7,,United States
01/16/2022,2020,2020,4,01/25/2020,All Race/Ethnicity Groups,All Sexes,60-64 Years,4520,1,4520,1,4520,4520,313,7.4,313,7.4,,United States
01/16/2022,2020,2020,5,02/01/2020,All Race/Ethnicity Groups,All Sexes,60-64 Years,4360,0,4360,0,4360,4360,138,3.3,138,3.3,,United States
01/16/2022,2020,2020,6,02/08/2020,All Race/Ethnicity Groups,All Sexes,60-64 Years,4619,0,4619,0,4619,4619,378,8.9,378,8.9,,United States
01/16/2022,2020,2020,7,02/15/2020,All Race/Ethnicity Groups,All Sexes,60-64 Years,4550,0,4550,0,4550,4550,351,8.4,351,8.4,,United States
01/16/2022,2020,2020,8,02/22/2020,All Race/Ethnicity Groups,All Sexes,60-64 Years,4502,1,4502,1,4502,4502,355,8.6,355,8.6,,United States
01/16/2022,2020,2020,9,02/29/2020,All Race/Ethnicity Groups,All Sexes,60-64 Years,4474,0,4474,0,4474,4474,268,6.4,268,6.4,,United States
01/16/2022,2020,2020,10,03/07/2020,All Race/Ethnicity Groups,All Sexes,60-64 Years,4592,3,4592,3,4592,4592,354,8.4,354,8.4,,United States
01/16/2022,2020,2020,11,03/14/2020,All Race/Ethnicity Groups,All Sexes,60-64 Years,4478,4,4478,4,4478,4478,312,7.5,312,7.5,,United States
